X,Y,Z
0.341752,-0.014163,0.653565
0.341709,-0.014195,0.653558
0.341667,-0.014226,0.653550
0.341625,-0.014256,0.653540
0.341584,-0.014285,0.653529
0.341544,-0.014312,0.653518
0.341505,-0.014338,0.653505
0.341467,-0.014363,0.653491
0.341430,-0.014387,0.653475
0.341394,-0.014410,0.653459
0.341359,-0.014432,0.653442
0.341324,-0.014452,0.653424
0.341290,-0.014472,0.653404
0.341258,-0.014490,0.653384
0.341226,-0.014507,0.653363
0.341194,-0.014523,0.653340
0.341164,-0.014538,0.653317
0.341135,-0.014552,0.653293
0.341106,-0.014565,0.653268
0.341078,-0.014577,0.653242
0.341052,-0.014587,0.653215
0.341025,-0.014597,0.653188
0.341000,-0.014606,0.653159
0.340976,-0.014614,0.653130
0.340952,-0.014621,0.653100
0.340929,-0.014626,0.653069
0.340907,-0.014631,0.653038
0.340885,-0.014636,0.653006
0.340864,-0.014639,0.652973
0.340844,-0.014641,0.652939
0.340825,-0.014643,0.652905
0.340806,-0.014644,0.652871
0.340789,-0.014644,0.652835
0.340771,-0.014643,0.652799
0.340755,-0.014641,0.652763
0.340739,-0.014639,0.652726
0.340724,-0.014636,0.652688
0.340709,-0.014632,0.652650
0.340695,-0.014628,0.652612
0.340682,-0.014623,0.652573
0.340669,-0.014618,0.652534
0.340657,-0.014612,0.652494
0.340645,-0.014605,0.652454
0.340634,-0.014598,0.652413
0.340623,-0.014591,0.652372
0.340613,-0.014583,0.652331
0.340604,-0.014575,0.652290
0.340595,-0.014566,0.652248
0.340586,-0.014557,0.652206
0.340578,-0.014547,0.652164
0.340570,-0.014537,0.652122
0.340563,-0.014527,0.652079
0.340556,-0.014517,0.652037
0.340549,-0.014506,0.651994
0.340543,-0.014495,0.651951
0.340537,-0.014484,0.651908
0.340531,-0.014473,0.651865
0.340526,-0.014462,0.651822
0.340521,-0.014450,0.651779
0.340516,-0.014439,0.651735
0.340512,-0.014427,0.651692
0.340508,-0.014416,0.651649
0.340504,-0.014404,0.651606
0.340500,-0.014392,0.651563
0.340496,-0.014381,0.651520
0.340493,-0.014369,0.651477
0.340490,-0.014358,0.651434
0.340486,-0.014347,0.651392
0.340483,-0.014336,0.651349
0.340480,-0.014325,0.651307
0.340477,-0.014314,0.651265
0.340475,-0.014304,0.651223
0.340472,-0.014293,0.651182
0.340469,-0.014283,0.651141
0.340466,-0.014273,0.651100
0.340464,-0.014264,0.651059
0.340461,-0.014255,0.651018
0.340458,-0.014246,0.650978
