X,Y,Z
0.544455,0.021569,0.721392
0.544373,0.021518,0.721615
0.544291,0.021467,0.721836
0.544209,0.021415,0.722054
0.544128,0.021364,0.722270
0.544047,0.021311,0.722484
0.543966,0.021259,0.722696
0.543885,0.021206,0.722905
0.543805,0.021152,0.723112
0.543725,0.021099,0.723317
0.543645,0.021045,0.723518
0.543566,0.020991,0.723718
0.543487,0.020937,0.723914
0.543408,0.020883,0.724108
0.543330,0.020828,0.724299
0.543252,0.020774,0.724488
0.543175,0.020719,0.724673
0.543098,0.020664,0.724856
0.543022,0.020609,0.725036
0.542946,0.020555,0.725213
0.542870,0.020500,0.725387
0.542796,0.020445,0.725558
0.542722,0.020390,0.725726
0.542648,0.020335,0.725891
0.542575,0.020281,0.726053
0.542503,0.020226,0.726212
0.542431,0.020172,0.726368
0.542360,0.020117,0.726521
0.542290,0.020063,0.726670
0.542221,0.020009,0.726817
0.542152,0.019955,0.726960
0.542084,0.019902,0.727100
0.542017,0.019848,0.727237
0.541950,0.019795,0.727370
0.541885,0.019743,0.727500
0.541820,0.019690,0.727627
0.541756,0.019638,0.727750
0.541693,0.019586,0.727870
0.541631,0.019535,0.727987
0.541569,0.019484,0.728100
0.541509,0.019433,0.728211
0.541449,0.019383,0.728317
0.541390,0.019333,0.728420
0.541333,0.019283,0.728520
0.541276,0.019235,0.728617
0.541220,0.019186,0.728710
0.541165,0.019138,0.728800
0.541111,0.019091,0.728886
0.541058,0.019044,0.728969
0.541007,0.018998,0.729048
0.540956,0.018952,0.729124
0.540906,0.018907,0.729197
0.540857,0.018862,0.729266
0.540809,0.018818,0.729332
0.540763,0.018775,0.729395
0.540717,0.018732,0.729454
0.540673,0.018690,0.729509
0.540629,0.018649,0.729562
0.540587,0.018608,0.729611
0.540545,0.018568,0.729656
0.540505,0.018528,0.729699
0.540466,0.018490,0.729738
0.540428,0.018452,0.729773
0.540391,0.018415,0.729805
0.540355,0.018378,0.729835
0.540321,0.018342,0.729860
0.540287,0.018307,0.729883
0.540255,0.018273,0.729902
0.540224,0.018240,0.729918
0.540194,0.018207,0.729931
0.540165,0.018175,0.729941
0.540137,0.018144,0.729947
0.540110,0.018114,0.729950
0.540085,0.018085,0.729951
0.540060,0.018056,0.729948
0.540037,0.018028,0.729942
0.540014,0.018001,0.729933
0.539993,0.017975,0.729920
